Frame,Raw_Intensity,Filtered_Intensity,Is_Peak,x_cord,y_cord
1,1.0718778935185185,0.05029788196255389,0,1040.4664,762.72675
2,1.2370558449074074,0.06380726288769212,0,1040.3674,762.4726
3,0.9918923611111111,0.08866834475117782,0,1040.2064,762.0742
4,1.2701065779320988,0.1211444477784013,0,1040.4644,761.9345
5,1.3942023533950618,0.15642165923087598,0,1041.2279,762.6394
6,1.3142134452160494,0.18873487333367145,0,1041.4287,763.3159
7,0.9395413773148148,0.21159880363707706,0,1041.5139,763.4461
8,1.3994058641975309,0.21875453839071762,1,1041.2395,762.51636
9,1.2306611689814815,0.20587673968396336,0,1040.6721,761.2377
10,1.5497453703703703,0.17245417219077946,0,1040.3115,759.7272
11,1.4916975308641975,0.12296890923538509,0,1039.8574,758.14185
12,1.2042746913580247,0.06662641543958381,0,1039.6309,757.16876
13,0.9251451581790123,0.015374882158048518,0,1039.5607,756.71436
14,0.9309876543209876,-0.019366027550777272,0,1039.4769,756.50885
15,0.8159201388888889,-0.030245265690351953,0,1039.3517,756.3698
16,1.338239776234568,-0.016522361822763957,0,1039.4366,756.668
17,0.959507137345679,0.015399898269416299,0,1039.706,757.29736
18,1.075182773919753,0.05378393815795457,0,1039.9078,757.91705
19,1.2795452353395063,0.08519157352688128,0,1040.2675,759.11444
20,1.431470389660494,0.0987368380259794,0,1040.6133,760.69904
21,1.5935537229938272,0.08948463355563793,0,1041.4685,762.95544
22,1.3132556905864197,0.05980379254929215,0,1041.6761,764.02203
23,0.788987750771605,0.01822893335451106,0,1041.6501,763.9226
24,1.0545211226851852,-0.023682442847032848,0,1041.6146,763.6332
25,0.9330415702160494,-0.05527035636284034,0,1041.4161,763.58716
26,1.0264091435185185,-0.07000692253550417,0,1041.0947,763.5105
27,0.9460209297839506,-0.06694759807040887,0,1040.6337,763.18036
28,0.8282793209876543,-0.05009777825182911,0,1040.4791,762.7199
29,1.8514814814814815,-0.026258216774789137,0,1040.312,761.2558
30,1.192383777006173,-0.002461477519609986,0,1040.6318,761.0943
31,0.7647010030864198,0.01588725593631748,0,1040.8773,761.1153
32,1.5654865933641975,0.02556855387408731,0,1041.1459,761.6323
33,0.875245949074074,0.024965094359292818,0,1041.1194,761.1771
34,0.859527874228395,0.013093850440115944,0,1040.9641,760.74915
35,1.0548066165123458,-0.010854954692532235,0,1040.5278,759.73584
36,1.2642703510802469,-0.046976513289676586,0,1040.1414,758.55493
37,1.39977237654321,-0.09331478889518482,0,1039.7849,757.5028
38,1.006510898919753,-0.1445572565785366,0,1039.8015,756.89575
39,0.8687263695987655,-0.19177186789850964,0,1039.6149,756.6284
40,0.8425771604938271,-0.2238202311894758,0,1039.571,756.41394
41,0.7900848765432099,-0.23030969575612478,0,1039.5742,756.51276
42,0.717298900462963,-0.2051491109878168,0,1039.699,756.70276
43,0.8357826967592593,-0.14933165149869382,0,1039.7776,756.92975
44,0.9140634645061728,-0.07170509601315264,0,1040.1079,757.2163
45,1.038323688271605,0.012824005321367843,0,1040.3308,757.7529
46,1.584315200617284,0.08723399762451925,0,1040.2308,758.28204
47,1.3570683834876542,0.13719626943548952,0,1040.7487,759.51245
48,1.5520707947530865,0.15507301188799444,1,1041.267,760.9961
49,1.489456500771605,0.1416975357267065,0,1041.8304,762.6779
50,1.0335291280864198,0.10536882637567987,0,1041.8065,763.35803
51,0.9519208140432098,0.05856012988044022,0,1041.7749,763.12726
52,0.9085426311728395,0.013686394785634942,0,1041.5321,762.6331
53,1.1533183834876544,-0.020460044582129015,0,1041.156,762.64453
54,1.0335643325617283,-0.04040553001995446,0,1040.9125,762.5824
55,1.0646397569444443,-0.04749382904615396,0,1041.058,762.44324
56,1.390343364197531,-0.04578141938703878,0,1040.8015,761.4145
57,1.1415605709876544,-0.039491337075583666,0,1040.9585,760.67554
58,1.081028163580247,-0.031185325055902935,0,1041.2217,760.4393
59,0.9571961805555556,-0.021302406695509972,0,1041.3657,760.539
60,0.8845457175925926,-0.008979415606336309,0,1041.3743,760.7369
61,1.0406934799382717,0.006523095591832219,0,1041.3922,760.2839
62,1.3611983989197531,0.024661373396218184,0,1040.994,759.26715
63,1.1319415509259259,0.0433447722125668,0,1040.6178,758.16504
64,1.2054947916666667,0.059682430110446154,0,1040.4315,757.2062
65,1.086466049382716,0.07133067580398429,0,1040.4391,756.8887
66,1.225649112654321,0.07772745596541426,0,1040.3795,756.994
67,1.467363522376543,0.0805297694825519,0,1040.5245,757.18115
68,1.2423206018518518,0.08291364180011665,0,1040.6705,757.21686
69,1.040506847993827,0.08792019428145195,0,1040.9031,757.09467
70,1.0603737461419753,0.0965255591261442,0,1041.2412,756.85864
71,0.9739395254629629,0.10635103583937913,1,1041.2627,756.9641
72,1.1465629822530865,0.11176590559551915,0,1041.2399,757.4736
73,1.6918074845679012,0.10559185732865495,0,1041.5255,758.56683
74,1.1353047839506172,0.08190978752999128,0,1041.4226,758.79987
75,0.9811549961419753,0.038916129396886996,0,1041.3971,758.69196
76,1.560457175925926,-0.019356268244729274,0,1041.3334,758.8113
77,0.8560807291666667,-0.08326829932727192,0,1041.2664,759.03827
78,0.7094825424382716,-0.13984395430886834,0,1041.2661,759.2514
79,0.8159953703703704,-0.1763786128567741,0,1041.0685,759.36395
80,0.7624397183641975,-0.18415651317186765,0,1041.1827,759.24164
81,0.8154349922839507,-0.1609890620104355,0,1041.3717,759.55334
82,0.8183217592592592,-0.11172007761564093,0,1041.3151,760.26636
83,0.9431992669753086,-0.04659721168412468,0,1041.2416,760.2664
84,1.4796995563271604,0.02182034655936012,0,1040.8473,759.5831
85,1.3495679012345678,0.08206689796519784,0,1040.5181,758.5878
86,1.2554634452160494,0.12633195329489078,0,1040.2955,757.9898
87,1.0125019290123456,0.1514711476020862,0,1040.2086,757.6554
88,0.9055955825617283,0.15843481355112177,1,1040.0675,757.57935
89,1.4414930555555556,0.150666680735983,0,1039.6646,757.8747
90,1.2674107831790122,0.13227289388010843,0,1039.4292,758.0621
91,1.0646445794753086,0.10662811207015081,0,1039.337,758.15546
92,1.3933371913580246,0.0757243926218484,0,1039.6362,758.97504
93,1.2727565586419753,0.040212730597921326,0,1039.7214,759.9583
94,0.727779224537037,-9.879816119368057e-05,0,1039.7207,760.32275
95,1.16539737654321,-0.04552450461704055,0,1039.8213,761.2398
96,0.91453125,-0.09570532107127562,0,1039.9537,761.78156
97,0.6328833912037037,-0.1488393644871952,0,1040.0356,762.2876
98,1.3282624421296296,-0.20109163399135382,0,1040.1769,763.4626
99,0.6859461805555556,-0.24643274796808368,0,1040.1992,763.7146
100,0.7607585841049382,-0.27718398408265926,0,1039.9501,763.79236
101,0.8594097222222222,-0.28540916422794016,0,1039.945,763.65607
102,0.7123804012345679,-0.26499245661991233,0,1039.9099,763.92694
103,0.9240195794753087,-0.21388337795397278,0,1039.7474,764.1809
104,0.7634823495370371,-0.13574731013739724,0,1039.5792,764.1337
105,0.8471831597222222,-0.04028436466585138,0,1039.5802,764.02954
106,1.1041584683641976,0.058174511944504625,0,1039.6865,763.88
107,1.7335677083333334,0.14360881468670214,0,1040.183,764.7474
108,1.4595380015432098,0.20201547839118905,0,1040.3798,766.2335
109,1.6654851466049383,0.2247740400407463,1,1040.1521,767.47766
110,1.1964814814814815,0.21064361733809545,0,1039.6603,767.28436
111,1.3870515046296297,0.16583732568557036,0,1039.1809,766.49414
112,1.1157822145061729,0.10226939006274194,0,1038.8369,765.49243
113,1.1434071180555556,0.034614339091992546,0,1038.8412,764.85156
114,1.1398664158950618,-0.022945048888030263,0,1038.8544,764.2529
115,1.2066362847222223,-0.05950298375558327,0,1038.9678,763.98334
116,0.9775043402777778,-0.06927886289024877,0,1038.9541,764.06714
117,1.0170278742283951,-0.05238803842688153,0,1039.0607,764.4539
118,1.4051432291666666,-0.014604444214476809,0,1039.6263,765.43146
119,1.3850728202160494,0.03376163446583802,0,1040.0363,766.34143
120,1.0424305555555555,0.07977755349487031,0,1040.0634,766.8042
121,0.8543942901234568,0.11048721547144502,1,1040.0546,766.62915
122,1.64561824845679,0.11592847499937783,0,1039.5636,765.30615
123,1.5682166280864198,0.09200605382608323,0,1038.9595,763.61646
124,1.3084683641975308,0.042376254334084526,0,1038.4574,762.1609
125,1.3527522183641976,-0.021532336593617703,0,1038.1445,760.6959
126,1.005263310185185,-0.08285496664023219,0,1037.6294,759.93713
127,1.1251649305555556,-0.12371554987190896,0,1037.2477,759.4247
128,0.7754075038580247,-0.13060204885349694,0,1037.0475,759.1743
129,0.7684891010802469,-0.09896622186752671,0,1037.1503,759.16455
130,0.9506650270061728,-0.035341806777958534,0,1037.0532,759.46875
131,1.1147786458333333,0.044004622934162185,0,1037.4684,760.0555
132,1.4964183063271606,0.11767227219457241,0,1037.7512,760.76013
133,1.713046875,0.1655316378053476,0,1038.4894,762.6866
134,1.9104721257716049,0.17476935505034352,1,1038.7894,765.19617
